"","plot","method","date","sample_day","phylum","species","microsite","daily_animal_totals","site","density_category","density_levels","density","cover","mean_shrub_size","proportion_shrub_cover","RDM","year"
"1",5,"camera trap","02-Jun",17,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"2",5,"camera trap","09-Jun",24,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"3",5,"camera trap","10-Jun",25,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"4",5,"camera trap","18-May",2,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"5",5,"camera trap","19-May",3,"vertebrate","Ammospermophilus nelsoni","shrub",2,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"6",5,"camera trap","23-May",7,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"7",5,"camera trap","24-May",8,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"8",5,"camera trap","29-May",13,"vertebrate","Ammospermophilus nelsoni","shrub",2,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"9",5,"transect","04-Jun-19",19,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"10",5,"transect","25-May-19",9,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","high",3,11,41.3644865318371,17.4253325991924,52.6667768421659,10,2019
"11",6,"camera trap","02-Jun",17,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","medium",2,6,33.0972283842829,24.6474300899869,42.1406014569428,5.66666666666667,2019
"12",6,"camera trap","03-Jun",18,"vertebrate","Ammospermophilus nelsoni","open",3,"Carrizo site 3","medium",2,6,33.0972283842829,24.6474300899869,42.1406014569428,1.33333333333333,2019
"13",6,"camera trap","05-Jun",20,"vertebrate","Ammospermophilus nelsoni","open",2,"Carrizo site 3","medium",2,6,33.0972283842829,24.6474300899869,42.1406014569428,1.33333333333333,2019
"14",6,"camera trap","07-Jun",22,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","medium",2,6,33.0972283842829,24.6474300899869,42.1406014569428,5.66666666666667,2019
"15",6,"camera trap","10-Jun",25,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","medium",2,6,33.0972283842829,24.6474300899869,42.1406014569428,5.66666666666667,2019
"16",6,"camera trap","20-May",4,"vertebrate","Ammospermophilus nelsoni","shrub",1,"Carrizo site 3","medium",2,6,33.0972283842829,24.6474300899869,42.1406014569428,5.66666666666667,2019
